LSOA code,LSOA name,Local authority name,Median House Price Quartile,Total Crime Quartile,Violence Against The Person Quartile,Total IMD Quartile,Transport Quartile
E01000143,Barnet 041D,Barnet,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q4 (29.24 to 59.01),Q3 (9.48 to 16.97)
E01000144,Barnet 038C,Barnet,Q4 (683000.00 to 6425000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01000145,Barnet 037A,Barnet,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01000146,Barnet 038D,Barnet,Q4 (683000.00 to 6425000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01000147,Barnet 030A,Barnet,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01000148,Barnet 030B,Barnet,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01000150,Barnet 036A,Barnet,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01000152,Barnet 026C,Barnet,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01000153,Barnet 026D,Barnet,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01000154,Barnet 026E,Barnet,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01000155,Barnet 030D,Barnet,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01000156,Barnet 022A,Barnet,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01000157,Barnet 022B,Barnet,Q1 (147500.00 to 420000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01000158,Barnet 015A,Barnet,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000159,Barnet 015B,Barnet,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01000160,Barnet 015C,Barnet,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01000161,Barnet 015D,Barnet,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000162,Barnet 015E,Barnet,Q4 (683000.00 to 6425000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01000163,Barnet 022C,Barnet,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01000164,Barnet 022D,Barnet,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01000165,Barnet 022E,Barnet,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000166,Barnet 003A,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01000167,Barnet 002A,Barnet,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01000168,Barnet 003B,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01000169,Barnet 003C,Barnet,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000170,Barnet 006A,Barnet,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01000171,Barnet 006B,Barnet,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01000172,Barnet 003D,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000173,Barnet 006C,Barnet,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000174,Barnet 006D,Barnet,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01000175,Barnet 006E,Barnet,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01000176,Barnet 027A,Barnet,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01000177,Barnet 029A,Barnet,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000178,Barnet 027B,Barnet,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000179,Barnet 029B,Barnet,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000180,Barnet 029C,Barnet,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000181,Barnet 029D,Barnet,Q4 (683000.00 to 6425000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01000182,Barnet 029E,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01000183,Barnet 033A,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000184,Barnet 027C,Barnet,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q1 (0.19 to 5.47)
E01000185,Barnet 029F,Barnet,Q1 (147500.00 to 420000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01000186,Barnet 014A,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01000187,Barnet 014B,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01000188,Barnet 014C,Barnet,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000189,Barnet 014D,Barnet,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01000190,Barnet 014E,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000191,Barnet 014F,Barnet,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01000192,Barnet 018A,Barnet,Q4 (683000.00 to 6425000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01000193,Barnet 018B,Barnet,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01000194,Barnet 018C,Barnet,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01000195,Barnet 013A,Barnet,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01000196,Barnet 028A,Barnet,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01000197,Barnet 023A,Barnet,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000198,Barnet 025A,Barnet,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000199,Barnet 025B,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000200,Barnet 028B,Barnet,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01000201,Barnet 028C,Barnet,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01000202,Barnet 028D,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01000203,Barnet 028E,Barnet,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01000204,Barnet 025C,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01000205,Barnet 035A,Barnet,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000206,Barnet 033B,Barnet,Q4 (683000.00 to 6425000.00),Q3 (114.00 to 173.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000207,Barnet 033C,Barnet,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000208,Barnet 033D,Barnet,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01000209,Barnet 035B,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000210,Barnet 033E,Barnet,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000211,Barnet 035C,Barnet,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000212,Barnet 035D,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01000213,Barnet 033F,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000214,Barnet 038E,Barnet,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01000215,Barnet 037B,Barnet,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01000216,Barnet 035E,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01000217,Barnet 035F,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01000218,Barnet 037C,Barnet,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01000219,Barnet 037D,Barnet,Q1 (147500.00 to 420000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q4 (16.97 to 121.89)
E01000220,Barnet 037E,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01000222,Barnet 040C,Barnet,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01000223,Barnet 039C,Barnet,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01000224,Barnet 040D,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000225,Barnet 037F,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000226,Barnet 018D,Barnet,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q4 (29.24 to 59.01),Q2 (5.47 to 9.48)
E01000227,Barnet 018E,Barnet,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01000228,Barnet 007A,Barnet,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01000229,Barnet 013B,Barnet,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01000230,Barnet 013C,Barnet,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000231,Barnet 013D,Barnet,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01000232,Barnet 013E,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000233,Barnet 013F,Barnet,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01000234,Barnet 021D,Barnet,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01000235,Barnet 021E,Barnet,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01000236,Barnet 034A,Barnet,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01000237,Barnet 032A,Barnet,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01000238,Barnet 034B,Barnet,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01000239,Barnet 031A,Barnet,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01000240,Barnet 031B,Barnet,Q4 (683000.00 to 6425000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01000241,Barnet 031C,Barnet,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000242,Barnet 032B,Barnet,Q4 (683000.00 to 6425000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01000243,Barnet 032C,Barnet,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000244,Barnet 032D,Barnet,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000245,Barnet 032E,Barnet,Q4 (683000.00 to 6425000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q3 (20.12 to 29.24),Q3 (9.48 to 16.97)
E01000246,Barnet 002B,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000247,Barnet 002C,Barnet,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000248,Barnet 001A,Barnet,Q4 (683000.00 to 6425000.00),Q3 (114.00 to 173.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01000249,Barnet 001B,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000250,Barnet 001C,Barnet,Q2 (420000.00 to 520000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000251,Barnet 002D,Barnet,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01000252,Barnet 002E,Barnet,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000253,Barnet 007B,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000254,Barnet 001D,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000255,Barnet 017A,Barnet,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01000256,Barnet 016A,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000257,Barnet 017B,Barnet,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q3 (38.00 to 56.00),Q3 (20.12 to 29.24),Q2 (5.47 to 9.48)
E01000258,Barnet 016B,Barnet,Q4 (683000.00 to 6425000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01000259,Barnet 025D,Barnet,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01000260,Barnet 025E,Barnet,Q3 (520000.00 to 683000.00),Q3 (114.00 to 173.00),Q3 (38.00 to 56.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01000261,Barnet 017C,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000262,Barnet 017D,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000263,Barnet 016C,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000264,Barnet 016D,Barnet,Q3 (520000.00 to 683000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01000265,Barnet 011A,Barnet,Q1 (147500.00 to 420000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000266,Barnet 011B,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000267,Barnet 005A,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000268,Barnet 005B,Barnet,Q1 (147500.00 to 420000.00),Q4 (173.00 to 9206.00),Q4 (56.00 to 1283.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01000269,Barnet 005C,Barnet,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01000270,Barnet 005D,Barnet,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01000271,Barnet 008A,Barnet,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01000272,Barnet 008B,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q2 (5.47 to 9.48)
E01000273,Barnet 008C,Barnet,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01000274,Barnet 011C,Barnet,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000275,Barnet 012A,Barnet,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000276,Barnet 020A,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000277,Barnet 012B,Barnet,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q3 (9.48 to 16.97)
E01000278,Barnet 020B,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000279,Barnet 007C,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000280,Barnet 007D,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000281,Barnet 008D,Barnet,Q2 (420000.00 to 520000.00),Q3 (114.00 to 173.00),Q2 (24.00 to 38.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01000282,Barnet 008E,Barnet,Q3 (520000.00 to 683000.00),Q2 (79.00 to 114.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q3 (9.48 to 16.97)
E01000283,Barnet 012C,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q1 (2.33 to 12.31),Q1 (0.19 to 5.47)
E01000284,Barnet 012D,Barnet,Q2 (420000.00 to 520000.00),Q2 (79.00 to 114.00),Q2 (24.00 to 38.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
E01000285,Barnet 004A,Barnet,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q1 (0.19 to 5.47)
E01000286,Barnet 007E,Barnet,Q2 (420000.00 to 520000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01000287,Barnet 004B,Barnet,Q3 (520000.00 to 683000.00),Q1 (2.00 to 79.00),Q2 (24.00 to 38.00),Q3 (20.12 to 29.24),Q1 (0.19 to 5.47)
E01000288,Barnet 004C,Barnet,Q4 (683000.00 to 6425000.00),Q1 (2.00 to 79.00),Q1 (0.00 to 24.00),Q2 (12.31 to 20.12),Q2 (5.47 to 9.48)
